UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Air temperature [K]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_mean,Process temperature [K]_roll_std,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_mean,Rotational speed [rpm]_roll_std,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_mean,Torque [Nm]_roll_std,Torque [Nm]_roll_var,Tool wear [min]_roll_mean,Tool wear [min]_roll_std,Tool wear [min]_roll_var,timestamp,ambient_temperature,humidity,factory_load
7234,L54413,L,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,299.84000000000003,0.0547722557221184,0.0029999999968891,309.88,0.0836660026782686,0.00700000000416,1586.0,113.71455491712166,12930.999999999078,39.48,4.830838436545093,23.33700000000144,157.2,3.49284983931838,12.200000000026428,2024-03-16 08:15:00,26.61,73.17,69.14
7235,M22094,M,299.8,310.0,1397,48.1,164,0,0,0,0,0,0,299.84,0.0547722557221184,0.0029999999968891,309.92,0.083666002679393,0.0070000000043482,1515.6,94.99368400056434,9023.799999999075,42.42,4.676216419286103,21.867000000000942,159.4,3.646916505765857,13.300000000027444,2024-03-16 08:30:00,31.9,80.13,100.0
7236,L54415,L,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,299.84000000000003,0.0547722557221184,0.0029999999968891,309.96,0.0547722557919253,0.0030000000045361,1479.4,114.83379293569936,13186.799999999075,45.3,6.449418578445692,41.59500000000045,161.8,3.962322551235394,15.70000000002856,2024-03-16 08:45:00,35.85,47.78,78.5
7237,M22096,M,299.8,310.0,1460,37.1,169,0,0,0,0,0,0,299.84000000000003,0.0547722557221184,0.0029999999968891,309.98,0.0447213596017624,0.0020000000046301,1460.8,107.2110068976086,11494.19999999908,45.4,6.282515419798063,39.47000000000043,164.2,3.9623225512355327,15.70000000002966,2024-03-16 09:00:00,38.33,55.95,95.74
7238,M22097,M,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,299.82,0.0447213595135165,0.0019999999967371,310.0,0.0,0.0,1459.4,104.30867653267909,10880.299999999072,43.72,8.212307836412412,67.44200000000072,166.8,3.9623225512356823,15.700000000030853,2024-03-16 09:15:00,30.21,51.64,67.58
7239,L54418,L,299.8,310.0,1697,36.0,175,0,0,0,0,0,0,299.8,0.0,0.0,310.0,0.0,0.0,1509.4,147.75080372031505,21830.299999999064,41.74,8.732296376097246,76.25300000000108,169.4,4.277849927245235,18.300000000032064,2024-03-16 09:30:00,39.19,51.24,86.99
7240,L54419,L,299.8,310.1,1553,42.0,177,0,0,0,0,0,0,299.8,0.0,0.0,310.02000000000004,0.0447213596038946,0.0020000000048208,1540.6,133.90407013977978,17930.29999999906,40.52,8.018541014424088,64.29700000000129,172.0,4.123105625621692,17.000000000033246,2024-03-16 09:45:00,28.55,76.12,88.74
7241,M22100,M,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,299.82,0.0447213595134879,0.0019999999967346,310.04,0.0547722557953871,0.0030000000049153,1540.8,133.56908324907775,17840.699999999062,41.02,9.063498220885863,82.1470000000012,174.4,3.974921382874677,15.800000000034336,2024-03-16 10:00:00,35.49,63.28,80.32
7242,M22101,M,299.9,310.0,1484,42.1,182,0,0,0,0,0,0,299.84000000000003,0.0547722557220814,0.002999999996885,310.04,0.0547722557953871,0.0030000000049153,1545.6,130.33150041336538,16986.29999999906,42.02,8.794714321682145,77.34700000000102,177.0,3.807886552936618,14.50000000003552,2024-03-16 10:15:00,25.29,56.56,78.62
7243,H36656,H,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,299.86,0.0547722557234656,0.0029999999970367,310.06000000000006,0.0547722557962407,0.0030000000050088,1508.6,125.8542808171381,15839.299999999055,45.56,8.146962624193163,66.37300000000036,179.6,3.974921382874971,15.800000000036675,2024-03-16 10:30:00,32.1,90.0,95.24
7244,M22103,M,300.0,310.2,1393,51.2,190,0,0,0,0,0,0,299.9,0.070710678099857,0.0049999999973415,310.1,0.0707106781553882,0.0050000000051949,1447.8,75.4035808168223,5685.699999999051,48.6,6.318623267769635,39.92499999999982,182.6,5.128352561986941,26.30000000003802,2024-03-16 10:45:00,20.0,38.48,86.96
7245,L54424,L,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,299.93999999999994,0.0547722557290231,0.0029999999976455,310.12,0.0836660026850054,0.0070000000052873,1489.2,158.5676511776568,25143.699999999048,45.58,11.634302729429058,135.35700000000045,185.8,5.718391382201771,32.70000000003948,2024-03-16 11:00:00,24.39,68.22,85.15
7246,L54425,L,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,299.96,0.0547722557303956,0.0029999999977958,310.12,0.0836660026850054,0.0070000000052873,1512.2,143.0898319238619,20474.699999999048,41.24,10.64062968061577,113.22300000000128,189.0,5.431390245603875,29.500000000040927,2024-03-16 11:15:00,32.33,44.27,76.69
7247,L54426,L,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,299.96,0.0547722557303956,0.0029999999977958,310.14,0.0547722557996331,0.0030000000053804,1551.6,159.55813987383738,25458.79999999905,38.64,11.89256069986619,141.43300000000178,192.0,4.690415759827934,22.00000000004225,2024-03-16 11:30:00,23.44,57.64,100.0
7248,M22107,M,300.0,310.1,1314,53.5,199,0,0,0,0,0,0,299.98,0.0447213595270397,0.0019999999979467,310.14,0.0547722557996331,0.0030000000053804,1525.0,189.61144480225624,35952.499999999054,39.06,12.478501512601651,155.7130000000017,194.8,3.492849839320824,12.200000000043506,2024-03-16 11:45:00,32.13,62.23,82.11
7249,L54428,L,300.0,310.1,1762,28.0,202,0,0,0,0,0,0,299.98,0.0447213595270397,0.0019999999979467,310.12,0.0447213596090877,0.0020000000052853,1598.8,197.0550684453436,38830.69999999906,34.42,11.069643174014356,122.5370000000026,197.2,3.4928498393209813,12.200000000044604,2024-03-16 12:00:00,34.53,72.67,76.31
7250,L54429,L,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,299.96,0.0547722557303755,0.0029999999977936,310.08000000000004,0.0447213596069269,0.002000000005092,1527.2,188.70267618663772,35608.69999999906,37.98,10.907657860420905,118.97700000000192,199.4,3.6469165057683486,13.30000000004562,2024-03-16 12:15:00,27.49,56.08,80.3
7251,M22110,M,300.1,310.2,1429,42.0,206,0,0,0,0,0,0,299.98,0.0836660026411604,0.0069999999979506,310.1,0.0707106781553506,0.0050000000051895,1517.6,193.06553291563736,37274.29999999905,39.46,10.836189367116177,117.42300000000164,201.6,3.646916505768487,13.30000000004663,2024-03-16 12:30:00,25.16,54.5,84.41
7252,M22111,M,300.2,310.3,1448,40.1,209,0,0,0,0,0,0,300.04,0.1140175425029566,0.0129999999984135,310.14,0.11401754253355,0.0130000000053898,1471.0,170.57549648176038,29095.999999999047,41.66,9.200163042033614,84.64300000000121,204.0,3.807886552938217,14.500000000047695,2024-03-16 12:45:00,27.63,55.81,94.1
7253,H36666,H,300.2,310.4,1501,42.9,212,0,0,0,0,0,0,300.08,0.1303840480991668,0.0169999999987258,310.2,0.1581138830264103,0.0250000000056893,1508.4,146.322588823459,21410.29999999905,39.540000000000006,6.660555532386289,44.363000000001605,206.6,3.974921382876503,15.80000000004885,2024-03-16 13:00:00,25.17,43.8,86.77
7254,L54433,L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0,300.14,0.1516575088783929,0.0229999999991998,310.28000000000003,0.1923538406325337,0.0370000000060861,1460.4,49.98299710900751,2498.2999999990525,41.76,2.226656686604644,4.958000000001173,209.6,5.128352561988128,26.300000000050197,2024-03-16 13:15:00,29.49,69.48,83.0
7255,L54434,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0,300.22,0.0836660026523697,0.0069999999998263,310.36,0.1140175425383311,0.0130000000064801,1478.6,38.69496091223056,1497.2999999990514,40.32,2.177613372479475,4.742000000001432,212.6,5.412947441094503,29.300000000051533,2024-03-16 13:30:00,30.51,64.22,80.32
7256,M22115,M,300.2,310.3,1704,29.4,221,0,0,0,0,0,0,300.23999999999995,0.0547722557503923,0.0029999999999863,310.38,0.083666002692712,0.0070000000065768,1533.6,99.00656543885894,9802.299999999055,37.8,5.090186637049952,25.9100000000019,215.6,4.979959839200802,24.80000000005288,2024-03-16 13:45:00,28.47,66.53,77.67
7257,H36670,H,300.2,310.3,1408,42.5,0,0,0,0,0,0,0,300.24,0.0547722557503923,0.0029999999999863,310.38,0.083666002692712,0.0070000000065768,1525.6,108.7855688958745,11834.299999999055,38.28,5.460952297905725,29.82200000000181,173.8,97.21471082094536,9450.700000000032,2024-03-16 14:00:00,38.37,58.96,77.82
7258,L54437,L,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,300.24,0.0547722557503923,0.0029999999999863,310.38,0.083666002692712,0.0070000000065768,1529.0,108.0879271704248,11682.999999999058,38.06,5.2462367464690205,27.52300000000185,132.4,118.6035412624767,14066.800000000014,2024-03-16 14:15:00,26.4,57.11,93.98
7259,L54438,L,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,300.24,0.0547722557503923,0.0029999999999863,310.36,0.0547722558096408,0.0030000000064767,1573.0,143.50261321662074,20592.999999999058,35.42,7.450302007301605,55.507000000002336,90.4,118.33765250333468,14003.799999999994,2024-03-16 14:30:00,36.96,77.63,89.83
7260,M22119,M,300.4,310.5,1500,43.0,9,0,0,0,0,0,0,300.26,0.0894427191007937,0.0080000000001434,310.38,0.083666002692712,0.0070000000065768,1574.4,142.55805834816584,20322.79999999906,36.52,8.202255787282065,67.27700000000213,48.4,96.5442903542202,9320.799999999974,2024-03-16 14:45:00,24.79,75.33,73.07
7261,L54440,L,300.4,310.5,2424,14.5,12,0,0,0,0,0,0,300.29999999999995,0.1000000000023132,0.0100000000004626,310.42,0.0836660026939196,0.0070000000067789,1718.4,413.1087024016791,170658.79999999906,33.54,12.83444583922511,164.7230000000027,6.6,4.505552130422348,20.29999999995336,2024-03-16 15:00:00,30.36,81.22,79.97
7262,L54441,L,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,300.34000000000003,0.0894427191043812,0.0080000000007852,310.46,0.0547722558142759,0.0030000000069844,1800.4,375.0290655402579,140646.79999999903,30.06,12.13766863940532,147.3230000000034,9.4,3.646916505755884,13.29999999995471,2024-03-16 15:15:00,35.92,65.59,71.25
7263,M22122,M,300.4,310.6,1545,35.6,16,0,0,0,0,0,0,300.38,0.0447213595624204,0.0020000000011112,310.5,0.0707106781695055,0.0050000000071913,1805.8,370.1083625102235,136980.19999999902,28.82,10.891143190684971,118.61700000000364,11.6,3.6469165057560304,13.299999999955777,2024-03-16 15:30:00,35.66,80.29,81.56
7264,L54443,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,300.4,0.0,0.0,310.54,0.0547722558180121,0.0030000000073937,1743.2,408.1160374207304,166558.69999999902,33.02,13.272415002553334,176.15700000000282,14.0,3.8078865529263,14.499999999956938,2024-03-16 15:45:00,27.9,53.76,72.56
7265,M22124,M,300.4,310.6,1448,44.9,21,0,0,0,0,0,0,300.4,0.0,0.0,310.56,0.0547722558189461,0.003000000007496,1732.8,416.4405119581896,173422.69999999902,33.4,13.65137355726532,186.3600000000028,16.4,3.646916505756349,13.299999999958098,2024-03-16 16:00:00,32.78,56.99,76.38
7266,L54445,L,300.4,310.6,1384,48.7,24,0,0,0,0,0,0,300.4,0.0,0.0,310.58000000000004,0.0447213596349545,0.0020000000075989,1524.8,174.1226579167657,30318.699999999008,40.24,9.853831742018006,97.09800000000162,18.8,3.962322551226649,15.69999999995926,2024-03-16 16:15:00,32.11,77.93,89.92
7267,L54446,L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,300.4,0.0,0.0,310.58000000000004,0.0447213596349545,0.0020000000075989,1476.8,81.57634461042616,6654.699999999005,41.78,7.11807558262775,50.66700000000138,21.2,3.962322551226795,15.69999999996042,2024-03-16 16:30:00,27.3,72.65,88.42
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,300.42,0.0447213595661065,0.0020000000014409,310.56000000000006,0.0547722558189461,0.003000000007496,1506.8,127.55273419256449,16269.699999999008,40.0,9.695875411740897,94.01000000000168,23.6,3.6469165057568262,13.299999999961582,2024-03-16 16:45:00,33.08,55.64,95.08
7269,L54448,L,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,300.43999999999994,0.0547722557651559,0.0030000000016036,310.56,0.0547722558189461,0.003000000007496,1529.6,120.14283166297942,14434.29999999901,37.86,8.943880589542886,79.993000000002,25.8,3.4928498393092493,12.199999999962648,2024-03-16 17:00:00,39.31,44.31,62.8
7270,M22129,M,300.4,310.5,1540,33.4,32,0,0,0,0,0,0,300.44,0.0547722557651559,0.0030000000016036,310.54,0.0547722558180121,0.0030000000073937,1548.0,111.2362351034905,12373.499999999012,35.559999999999995,8.121760892811507,65.96300000000237,28.0,3.162277660162641,9.99999999996371,2024-03-16 17:15:00,32.36,56.94,75.69
7271,L54450,L,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,300.4,0.1224744871443809,0.0150000000012791,310.5,0.0707106781695055,0.0050000000071913,1632.8,116.4504186338504,13560.699999999017,30.98,4.515750214527273,20.392000000003108,30.2,3.492849839309553,12.19999999996477,2024-03-16 17:30:00,32.83,49.73,90.17
7272,M22131,M,300.3,310.4,1293,49.7,37,0,0,0,0,0,0,300.38,0.1303840481083339,0.0170000000011163,310.48,0.0836660026957816,0.0070000000070905,1575.8,193.9450953233905,37614.699999999015,34.36,9.638101472800676,92.89300000000254,32.4,3.646916505757409,13.299999999965832,2024-03-16 17:45:00,33.36,85.87,89.4
7273,L54452,L,300.2,310.3,1202,59.5,40,0,0,0,0,0,0,300.32,0.1303840481064669,0.0170000000006294,310.43999999999994,0.1140175425401106,0.0130000000068859,1477.2,238.41497436192847,56841.699999999015,40.92,13.506924150227592,182.43700000000132,34.8,3.962322551227625,15.699999999966996,2024-03-16 18:00:00,22.7,71.4,96.62
7274,M22133,M,300.2,310.3,1704,29.2,42,0,0,0,0,0,0,300.26,0.0894427191007897,0.0080000000001427,310.38,0.0836660026926997,0.0070000000065748,1509.4,259.4663754708864,67322.79999999901,39.52,14.448425519758256,208.75700000000165,37.2,3.962322551227772,15.69999999996816,2024-03-16 18:15:00,32.3,48.51,80.62
7275,M22134,M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,300.22,0.0447213595479756,0.0019999999998193,310.34000000000003,0.054772255808649,0.003000000006368,1497.0,259.1196634761612,67142.99999999901,40.46,14.099397150233106,198.79300000000143,39.8,3.962322551227931,15.699999999969425,2024-03-16 18:30:00,24.92,44.33,84.54
7276,L54455,L,300.2,310.3,1514,38.7,48,0,0,0,0,0,0,300.22,0.0447213595479756,0.0019999999998193,310.32,0.0447213596200481,0.0020000000062656,1438.2,196.75670255419257,38713.19999999901,43.04,11.726806897020218,137.51800000000094,42.4,4.27784992723806,18.29999999997068,2024-03-16 18:45:00,27.05,48.33,83.91
7277,M22136,M,300.1,310.3,1350,48.8,50,0,0,0,0,0,0,300.17999999999995,0.0447213595442896,0.0019999999994896,310.3,0.0,0.0,1449.6,187.6827109778602,35224.799999999006,42.86,11.605300513127652,134.68300000000096,45.0,4.123105625614257,16.999999999971934,2024-03-16 19:00:00,40.81,51.62,79.13
7278,L54457,L,300.1,310.2,1475,54.2,53,0,0,0,0,0,0,300.16,0.0547722557443386,0.0029999999993232,310.28,0.0447213596177888,0.0020000000060635,1504.2,127.80140844293938,16333.199999999017,41.8,9.808414754689016,96.2050000000012,47.6,4.277849927238353,18.29999999997318,2024-03-16 19:15:00,28.73,57.5,73.5
7279,H36692,H,300.0,310.1,1714,28.7,55,0,0,0,0,0,0,300.12,0.083666002647368,0.0069999999989894,310.24,0.0894427191327443,0.0080000000058589,1506.2,131.72774954427413,17352.199999999015,41.7,9.970205614730382,99.40500000000122,50.2,3.962322551228564,15.699999999974436,2024-03-16 19:30:00,26.3,76.72,80.82
7280,L54459,L,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,300.08000000000004,0.0836660026453672,0.0069999999986545,310.2,0.1000000000282759,0.0100000000056551,1503.6,132.54923613510195,17569.299999999013,42.260000000000005,9.79453929493374,95.93300000000112,53.2,4.658325879538259,21.69999999997589,2024-03-16 19:45:00,35.76,45.5,69.94
7281,L54460,L,299.9,310.2,1288,69.6,62,1,0,0,1,0,0,300.02,0.0836660026423659,0.0069999999981523,310.18,0.083666002686602,0.0070000000055544,1458.4,163.1235727906884,26609.29999999902,48.44,15.228033359564195,231.893,56.0,4.949747468303534,24.49999999997725,2024-03-16 20:00:00,25.26,90.0,82.27
7282,L54461,L,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,300.0,0.0707106781043919,0.0049999999979829,310.16,0.0547722558003076,0.0030000000054543,1523.4,173.54912849103857,30119.299999999013,44.62,17.36136515369689,301.41700000000066,58.8,4.658325879538549,21.6999999999786,2024-03-16 20:15:00,27.76,45.85,74.6
7283,L54462,L,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,299.98,0.0447213595255557,0.001999999997814,310.16,0.0547722558003076,0.0030000000054543,1525.6,172.85051345020358,29877.29999999901,41.05999999999999,16.718941354045157,279.5230000000013,61.4,4.2190046219434105,17.79999999997986,2024-03-16 20:30:00,36.25,38.86,79.68
7284,M22143,M,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,299.98,0.0447213595255557,0.001999999997814,310.17999999999995,0.0447213596120747,0.0020000000055525,1471.4,137.97572250218153,19037.299999999,47.06,16.556660291254403,274.1230000000003,64.0,3.162277660165393,9.999999999981116,2024-03-16 20:45:00,30.21,85.32,94.64
7285,M22144,M,300.1,310.3,1345,57.1,71,0,0,0,0,0,0,300.0,0.0707106781043919,0.0049999999979829,310.22,0.0447213596142355,0.0020000000057457,1447.4,149.33619788918895,22301.29999999901,50.3,16.634752778445485,276.7149999999998,66.2,3.4928498393120453,12.19999999998218,2024-03-16 21:00:00,22.19,79.82,89.29
7286,M22145,M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0,300.06000000000006,0.0894427190915086,0.0079999999984825,310.26,0.089442719133157,0.0080000000059328,1430.2,175.02771209153997,30634.699999999004,48.72,14.593217602708462,212.9620000000001,68.6,3.974921382868262,15.799999999983338,2024-03-16 21:15:00,32.72,57.26,75.81
7287,M22146,M,300.1,310.4,1480,37.1,77,0,0,0,0,0,0,300.08000000000004,0.083666002645337,0.0069999999986495,310.3,0.1000000000305944,0.0100000000061188,1391.2,119.88202534157908,14371.699999999006,50.2,12.391125856838023,153.53999999999985,71.2,4.438468204232694,19.6999999999846,2024-03-16 21:30:00,28.02,65.72,72.64
7288,M22147,M,300.2,310.4,1530,35.7,80,0,0,0,0,0,0,300.12,0.0836660026473073,0.0069999999989792,310.34000000000003,0.0894427191352379,0.008000000006305,1400.0,129.78636291998865,16844.499999999007,50.06,12.588407365508944,158.46799999999985,74.0,4.743416490251089,22.499999999985967,2024-03-16 21:45:00,37.7,66.1,98.53
7289,M22148,M,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,300.16,0.0547722557441992,0.0029999999993079,310.42,0.1095445115315616,0.0120000000066884,1508.0,294.5751177543667,86774.49999999901,42.48,16.793510651439178,282.02200000000107,77.0,4.743416490251249,22.49999999998748,2024-03-16 22:00:00,26.97,62.05,76.41
7290,L54469,L,300.3,310.6,1433,53.8,86,0,0,0,0,0,0,300.2,0.0707106781160779,0.0049999999996355,310.48,0.1095445115328848,0.0120000000069783,1525.6,284.87067241118206,81151.29999999901,41.82000000000001,16.126902988484836,260.07700000000114,80.0,4.743416490251409,22.499999999988997,2024-03-16 22:15:00,35.26,40.55,92.0
7291,L54470,L,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,300.22,0.0836660026521965,0.0069999999997973,310.52,0.1095445115337553,0.012000000007169,1646.4,237.46010191187705,56387.29999999902,34.36,12.944999034376265,167.57300000000242,82.8,4.438468204233349,19.69999999999041,2024-03-16 22:30:00,38.88,30.0,61.94
7292,L54471,L,300.2,310.5,1416,46.7,90,0,0,0,0,0,0,300.24,0.054772255750151,0.0029999999999599,310.54,0.0894427191405883,0.0080000000072621,1633.6,250.06259216443996,62531.29999999901,36.28,14.1122995999944,199.15700000000209,85.4,3.974921382869319,15.79999999999174,2024-03-16 22:45:00,25.75,47.33,89.74
7293,M22152,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0,300.22,0.0836660026521965,0.0069999999997973,310.54,0.0894427191405883,0.0080000000072621,1638.8,247.62814864227173,61319.699999999015,36.76,14.128446482186286,199.613000000002,87.8,3.4928498393135894,12.199999999992968,2024-03-16 23:00:00,29.03,87.24,75.75
7294,L54473,L,300.1,310.5,1627,29.2,95,0,0,0,0,0,0,300.20000000000005,0.0999999999981796,0.0099999999996359,310.52,0.0836660026962275,0.0070000000071651,1567.6,159.3715783946404,25399.299999999013,38.44,12.11168856931195,146.69300000000177,90.2,3.492849839313766,12.1999999999942,2024-03-16 23:15:00,31.94,87.83,81.55
7295,L54474,L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,300.16,0.0894427190961535,0.0079999999993134,310.52,0.0836660026962275,0.0070000000071651,1642.8,168.4330727618511,28369.699999999026,32.54,9.704792630448257,94.1830000000028,92.4,3.646916505761455,13.299999999995338,2024-03-16 23:30:00,25.71,56.07,83.46
7296,M22155,M,300.1,310.5,1329,57.4,99,0,0,0,0,0,0,300.12,0.0447213595387032,0.0019999999989899,310.5,0.0707106781686222,0.0050000000070664,1547.4,186.95534226119088,34952.29999999903,39.14,13.329403587557907,177.6730000000016,94.6,3.6469165057616095,13.299999999996468,2024-03-16 23:45:00,31.35,45.63,66.88
7297,H36710,H,300.0,310.4,1881,21.9,102,0,0,0,0,0,0,300.08000000000004,0.0447213595350744,0.0019999999986653,310.48,0.0836660026950725,0.0070000000069718,1640.4,218.28146966703108,47646.79999999901,34.17999999999999,14.385305001980404,206.93700000000248,97.0,3.8078865529316506,14.499999999997687,2024-03-17 00:00:00,28.88,64.17,83.11
7298,L54477,L,300.1,310.5,1500,39.8,107,0,0,0,0,0,0,300.08000000000004,0.0447213595350744,0.0019999999986653,310.5,0.0707106781686222,0.0050000000070664,1629.2,225.02710947794492,50637.199999999015,34.52,14.520571614092963,210.8470000000024,100.0,4.6904157598233445,21.9999999999992,2024-03-17 00:15:00,28.77,66.58,90.03
7299,L54478,L,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,300.08000000000004,0.0447213595350744,0.0019999999986653,310.5,0.0707106781686222,0.0050000000070664,1610.2,229.23066985026023,52546.69999999902,35.88,14.21291666055923,202.00700000000217,102.8,5.118593556827952,26.20000000000062,2024-03-17 00:30:00,30.24,69.01,85.95
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0,300.08000000000004,0.0447213595350744,0.0019999999986653,310.48,0.0447213596279041,0.0020000000069683,1546.8,202.8169125097782,41134.69999999902,41.2,13.766081504916396,189.50500000000127,105.6,4.979959839195699,24.800000000002047,2024-03-17 00:45:00,30.36,30.0,81.86
7301,L54480,L,300.2,310.6,1431,42.3,113,0,0,0,0,0,0,300.1,0.0707106781103507,0.0049999999988256,310.5,0.0707106781686016,0.0050000000070635,1567.2,179.1862159877233,32107.699999999026,38.17999999999999,10.620593203771708,112.7970000000018,108.4,4.21900462194621,17.800000000003486,2024-03-17 01:00:00,30.82,90.0,72.96
7302,L54481,L,300.1,310.4,1554,39.4,115,0,0,0,0,0,0,300.12,0.0447213595386635,0.0019999999989864,310.5,0.0707106781686016,0.0050000000070635,1501.8,46.76751008979449,2187.1999999990294,41.68,5.621120884663593,31.597000000001223,111.0,3.1622776601691407,10.000000000004814,2024-03-17 01:15:00,27.01,76.99,73.93
7303,L54482,L,300.1,310.5,1494,44.2,117,0,0,0,0,0,0,300.12,0.0447213595386635,0.0019999999989864,310.5,0.0707106781686016,0.0050000000070635,1500.6,46.90202554260348,2199.7999999990293,42.56,5.597588766603089,31.33300000000109,113.0,3.1622776601693,10.000000000005825,2024-03-17 01:30:00,27.22,57.03,80.09
7304,L54483,L,300.1,310.6,1374,45.4,119,0,0,0,0,0,0,300.12,0.0447213595386635,0.0019999999989864,310.52,0.0836660026961795,0.0070000000071571,1469.0,68.64400920691499,4711.999999999029,44.44,4.26298017823222,18.17300000000081,115.0,3.1622776601694595,10.000000000006832,2024-03-17 01:45:00,29.41,49.22,95.12
7305,L54484,L,300.1,310.5,1394,44.3,121,0,0,0,0,0,0,300.12,0.0447213595386635,0.0019999999989864,310.52,0.0836660026961795,0.0070000000071571,1449.4,74.20107815927629,5505.79999999903,43.12,2.3594490882409427,5.567000000001015,117.0,3.162277660169619,10.00000000000784,2024-03-17 02:00:00,29.78,74.81,100.0
7306,M22165,M,300.0,310.5,1790,25.7,123,0,0,0,0,0,0,300.08000000000004,0.0447213595350347,0.0019999999986618,310.5,0.0707106781686097,0.0050000000070646,1521.2,167.2698418723442,27979.199999999026,39.8,8.214925440927722,67.48500000000152,119.0,3.1622776601697784,10.00000000000885,2024-03-17 02:15:00,27.81,67.43,75.7
7307,L54486,L,300.1,310.5,1356,45.8,126,0,0,0,0,0,0,300.08000000000004,0.0447213595350347,0.0019999999986618,310.52,0.0447213596299878,0.0020000000071547,1481.6,180.4793617009962,32572.79999999902,41.08,8.625369557300216,74.39700000000131,121.2,3.4928498393160243,12.200000000009975,2024-03-17 02:30:00,31.62,61.38,80.31
7308,M22167,M,300.0,310.4,1385,52.1,128,0,0,0,0,0,0,300.06000000000006,0.0547722557368197,0.0029999999984995,310.5,0.0707106781686097,0.0050000000070646,1459.8,185.1302244367435,34273.19999999902,42.66,9.960070280876591,99.20300000000108,123.4,3.6469165057636177,13.300000000011114,2024-03-17 02:45:00,20.93,66.88,89.98
7309,L54488,L,300.0,310.4,1333,49.1,131,0,0,0,0,0,0,300.0400000000001,0.0547722557353434,0.0029999999983378,310.46000000000004,0.0547722558133575,0.0030000000068838,1451.6,190.7047456147828,36368.29999999902,43.4,10.344563789740048,107.01000000000096,125.8,3.9623225512333473,15.70000000001234,2024-03-17 03:00:00,26.35,58.31,82.72
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,300.02,0.0447213595296104,0.0019999999981766,310.44,0.0547722558125506,0.0030000000067954,1473.8,188.77420374616608,35635.69999999902,43.52,10.36108102468082,107.35200000000094,128.2,3.962322551233503,15.700000000013574,2024-03-17 03:15:00,28.6,66.03,83.34
7311,L54490,L,300.0,310.5,1606,33.5,135,0,0,0,0,0,0,300.02,0.0447213595296104,0.0019999999981766,310.43999999999994,0.0547722558125506,0.0030000000067954,1437.0,115.3971403458466,13316.499999999018,45.08,7.072623275701929,50.02200000000068,130.6,3.646916505764125,13.300000000014812,2024-03-17 03:30:00,25.72,70.9,85.83
7312,H36725,H,300.0,310.5,1558,36.7,137,0,0,0,0,0,0,300.0,0.0,0.0,310.43999999999994,0.0547722558125506,0.0030000000067954,1477.4,115.30958329644164,13296.299999999015,43.260000000000005,7.956632453494444,63.308000000001016,132.8,3.49284983931688,12.200000000015953,2024-03-17 03:45:00,38.15,65.15,70.28
7313,L54492,L,300.0,310.5,1412,52.4,142,0,0,0,0,0,0,300.0,0.0,0.0,310.46,0.0547722558133575,0.0030000000068838,1482.8,110.42961559291516,12194.699999999011,43.32,8.040646740157223,64.65200000000098,135.6,4.219004621947875,17.800000000017537,2024-03-17 04:00:00,30.09,64.36,91.16
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,299.98,0.0447213595260515,0.0019999999978583,310.46000000000004,0.0547722558133575,0.0030000000068838,1497.8,87.76217864204952,7702.199999999012,41.18,7.525091361571725,56.6270000000014,138.2,4.658325879542891,21.700000000019045,2024-03-17 04:15:00,30.88,80.89,88.26
